number;date;year;session;plot;transect;block;cage;species;invasiveness;density;treatment;actual_treatment;failed_exc;survival_detailed;survival;viability;damage;weevil;root_lenght;shoot_lenght;notes
1301;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1302;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1303;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1304;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1305;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1306;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1307;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1308;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1309;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1310;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1311;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1312;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1313;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1314;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1315;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1316;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1317;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1318;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1319;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1320;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1321;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1322;30/06/2022;2022;s1_22;wild_middle;wm1;F15;wm1F15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1323;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1324;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1325;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1326;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1327;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1328;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1329;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1330;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1331;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1332;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1333;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1334;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1335;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1336;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1337;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1338;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1339;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1340;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;ger_shoot;germinated;viable;NA;NA;12;19;leaves eaten by insects
1341;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1342;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1343;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1344;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
1345;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1346;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1347;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1348;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;
1349;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1350;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;NA;NA;NA;
1351;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1352;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1353;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1354;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1355;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1356;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROexclusion;RO;invasive;17;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1357;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1358;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1359;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1360;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1361;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1362;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1363;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1364;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1365;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1366;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1367;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1368;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1369;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1370;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1371;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1372;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1373;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1374;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1375;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1376;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1377;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1378;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1379;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1380;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1381;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1382;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1383;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1384;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1385;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1386;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1387;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1388;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1389;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1390;30/06/2022;2022;s1_22;wild_middle;wm2;A17;wm2A17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1391;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5SOexclusion;SO;native;5;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1392;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5SOexclusion;SO;native;5;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1393;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5SOexclusion;SO;native;5;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1394;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5SOexclusion;SO;native;5;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1395;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5SOexclusion;SO;native;5;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
1396;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5ROexclusion;RO;invasive;5;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1397;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5ROexclusion;RO;invasive;5;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1398;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5ROexclusion;RO;invasive;5;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1399;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5ROexclusion;RO;invasive;5;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1400;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5ROexclusion;RO;invasive;5;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1401;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5SOcontrol;SO;native;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1402;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5SOcontrol;SO;native;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1403;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5SOcontrol;SO;native;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1404;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5SOcontrol;SO;native;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1405;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5SOcontrol;SO;native;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1406;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1407;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1408;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1409;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1410;30/06/2022;2022;s1_22;wild_middle;wm2;B5;wm2B5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1411;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1412;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1413;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1414;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1415;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1416;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1417;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1418;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1419;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOexclusion;SO;native;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1420;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROexclusion;RO;invasive;9;exclusion;control;failed;damaged;damaged;not_viable;insect;inside_alive;NA;NA;# but 7/9 missing
1421;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROexclusion;RO;invasive;9;exclusion;control;failed;damaged;damaged;not_viable;mold;NA;NA;NA;# but 7/9 missing
1422;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROexclusion;RO;invasive;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# but 7/9 missing
1423;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROexclusion;RO;invasive;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# but 7/9 missing
1424;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROexclusion;RO;invasive;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# but 7/9 missing
1425;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROexclusion;RO;invasive;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# but 7/9 missing
1426;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROexclusion;RO;invasive;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# but 7/9 missing
1427;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROexclusion;RO;invasive;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# but 7/9 missing
1428;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROexclusion;RO;invasive;9;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# but 7/9 missing
1429;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1430;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1431;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1432;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1433;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1434;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1435;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1436;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1437;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1438;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1439;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1440;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1441;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1442;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1443;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1444;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1445;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1446;30/06/2022;2022;s1_22;wild_middle;wm2;C9;wm2C9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1447;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1448;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1449;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1450;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1451;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1452;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1453;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1454;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1455;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1456;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1457;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1458;30/06/2022;2022;s1_22;wild_middle;wm2;D11;wm2D11ROexclusion;RO;invasive;11;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;NA;NA;NA;
